lemma,doc_freq,multiplier
financial,1.0,0.0
increase,1.0,0.0
employment,1.0,0.0
federal,1.0,0.0
important,1.0,0.0
price,1.0,0.0
policy,1.0,0.0
large,1.0,0.0
low,1.0,0.0
rate,1.0,0.0
economic,1.0,0.0
economy,1.0,0.0
reserve,1.0,0.0
monetary,1.0,0.0
condition,1.0,0.0
percent,1.0,0.0
strong,1.0,0.0
long,1.0,0.0
new,1.0,0.0
expect,0.9545454545454546,0.0
market,0.9545454545454546,0.0
hold,0.9545454545454546,0.0
risk,0.9545454545454546,0.0
support,0.9545454545454546,0.0
system,0.9545454545454546,0.0
maximum,0.9545454545454546,0.0
remain,0.9545454545454546,0.0
point,0.9545454545454546,0.0
time,0.9545454545454546,0.0
year,0.9545454545454546,0.0
reduce,0.9545454545454546,0.0
great,0.9545454545454546,0.0
high,0.9545454545454546,0.0
interest,0.9545454545454546,0.0
crisis,0.9545454545454546,0.0
effect,0.9545454545454546,0.0
recent,0.9545454545454546,0.0
decline,0.9545454545454546,0.0
term,0.9545454545454546,0.0
continue,0.9545454545454546,0.0
level,0.9545454545454546,0.0
activity,0.9545454545454546,0.0
bank,0.9545454545454546,0.0
objective,0.9090909090909091,0.0
labor,0.9090909090909091,0.0
provide,0.9090909090909091,0.0
u.s.,0.9090909090909091,0.0
discussion,0.9090909090909091,0.0
run,0.9090909090909091,0.0
balance,0.9090909090909091,0.0
growth,0.9090909090909091,0.0
business,0.9090909090909091,0.0
fund,0.9090909090909091,0.0
rise,0.9090909090909091,0.0
economics,0.9090909090909091,0.0
change,0.9090909090909091,0.0
base,0.9090909090909091,0.0
slow,0.9090909090909091,0.0
good,0.9090909090909091,0.0
board,0.9090909090909091,0.0
today,0.9090909090909091,0.0
include,0.9090909090909091,0.0
response,0.9090909090909091,0.0
fall,0.9090909090909091,0.0
note,0.9090909090909091,0.0
future,0.9090909090909091,0.0
cost,0.9090909090909091,0.0
likely,0.9090909090909091,0.0
view,0.9090909090909091,0.0
late,0.9090909090909091,0.0
need,0.9090909090909091,0.0
estimate,0.9090909090909091,0.0
early,0.9090909090909091,0.0
reason,0.9090909090909091,0.0
past,0.9090909090909091,0.0
inflation,0.9090909090909091,0.0
measure,0.9090909090909091,0.0
unemployment,0.9090909090909091,0.0
little,0.9090909090909091,0.0
stability,0.9090909090909091,0.0
recovery,0.9090909090909091,0.0
help,0.9090909090909091,0.0
reflect,0.9090909090909091,0.0
way,0.9090909090909091,0.0
development,0.9090909090909091,0.0
lower,0.9090909090909091,0.0
force,0.8636363636363636,0.3
sector,0.8636363636363636,0.3
factor,0.8636363636363636,0.3
close,0.8636363636363636,0.3
household,0.8636363636363636,0.3
short,0.8636363636363636,0.3
turn,0.8636363636363636,0.3
job,0.8636363636363636,0.3
promote,0.8636363636363636,0.3
begin,0.8636363636363636,0.3
pressure,0.8636363636363636,0.3
come,0.8636363636363636,0.3
raise,0.8636363636363636,0.3
give,0.8636363636363636,0.3
generally,0.8636363636363636,0.3
concern,0.8636363636363636,0.3
influence,0.8636363636363636,0.3
end,0.8636363636363636,0.3
result,0.8636363636363636,0.3
appropriate,0.8636363636363636,0.3
average,0.8636363636363636,0.3
recession,0.8636363636363636,0.3
look,0.8636363636363636,0.3
evidence,0.8636363636363636,0.3
washington,0.8636363636363636,0.3
vol,0.8636363636363636,0.3
suggest,0.8636363636363636,0.3
target,0.8636363636363636,0.3
goal,0.8181818181818182,0.3
affect,0.8181818181818182,0.3
additional,0.8181818181818182,0.3
significant,0.8181818181818182,0.3
open,0.8181818181818182,0.3
gain,0.8181818181818182,0.3
approach,0.8181818181818182,0.3
governors,0.8181818181818182,0.3
reach,0.8181818181818182,0.3
period,0.8181818181818182,0.3
state,0.8181818181818182,0.3
take,0.8181818181818182,0.3
real,0.8181818181818182,0.3
improvement,0.8181818181818182,0.3
uncertainty,0.8181818181818182,0.3
american,0.8181818181818182,0.3
month,0.8181818181818182,0.3
near,0.8181818181818182,0.3
account,0.8181818181818182,0.3
research,0.8181818181818182,0.3
cause,0.8181818181818182,0.3
face,0.8181818181818182,0.3
range,0.8181818181818182,0.3
course,0.8181818181818182,0.3
downward,0.8181818181818182,0.3
consider,0.8181818181818182,0.3
maintain,0.8181818181818182,0.3
value,0.8181818181818182,0.3
difficult,0.8181818181818182,0.3
current,0.8181818181818182,0.3
path,0.8181818181818182,0.3
experience,0.8181818181818182,0.3
addition,0.8181818181818182,0.3
pace,0.8181818181818182,0.3
number,0.8181818181818182,0.3
far,0.8181818181818182,0.3
example,0.8181818181818182,0.3
well,0.8181818181818182,0.3
improve,0.8181818181818182,0.3
move,0.8181818181818182,0.3
datum,0.8181818181818182,0.3
appear,0.8181818181818182,0.3
standard,0.8181818181818182,0.3
review,0.8181818181818182,0.3
recently,0.8181818181818182,0.3
role,0.7727272727272727,0.3
focus,0.7727272727272727,0.3
somewhat,0.7727272727272727,0.3
explain,0.7727272727272727,0.3
grow,0.7727272727272727,0.3
investment,0.7727272727272727,0.3
issue,0.7727272727272727,0.3
return,0.7727272727272727,0.3
stable,0.7727272727272727,0.3
public,0.7727272727272727,0.3
january,0.7727272727272727,0.3
gradually,0.7727272727272727,0.3
indicator,0.7727272727272727,0.3
progress,0.7727272727272727,0.3
overall,0.7727272727272727,0.3
recover,0.7727272727272727,0.3
create,0.7727272727272727,0.3
question,0.7727272727272727,0.3
income,0.7727272727272727,0.3
like,0.7727272727272727,0.3
uncertain,0.7727272727272727,0.3
credit,0.7727272727272727,0.3
m.,0.7727272727272727,0.3
global,0.7727272727272727,0.3
fomc,0.7727272727272727,0.3
relatively,0.7727272727272727,0.3
relative,0.7727272727272727,0.3
series,0.7727272727272727,0.3
significantly,0.7727272727272727,0.3
lead,0.7727272727272727,0.3
firm,0.7727272727272727,0.3
percentage,0.7727272727272727,0.3
expectation,0.7727272727272727,0.3
committee,0.7727272727272727,0.3
consistent,0.7727272727272727,0.3
outlook,0.7727272727272727,0.3
spending,0.7727272727272727,0.3
respond,0.7727272727272727,0.3
pdf,0.7727272727272727,0.3
demand,0.7272727272727273,0.3
potential,0.7272727272727273,0.3
security,0.7272727272727273,0.3
states,0.7272727272727273,0.3
press,0.7272727272727273,0.3
output,0.7272727272727273,0.3
see,0.7272727272727273,0.3
report,0.7272727272727273,0.3
assessment,0.7272727272727273,0.3
worker,0.7272727272727273,0.3
case,0.7272727272727273,0.3
abroad,0.7272727272727273,0.3
believe,0.7272727272727273,0.3
quickly,0.7272727272727273,0.3
private,0.7272727272727273,0.3
accommodative,0.7272727272727273,0.3
different,0.7272727272727273,0.3
imply,0.7272727272727273,0.3
normal,0.7272727272727273,0.3
indicate,0.7272727272727273,0.3
work,0.7272727272727273,0.3
working,0.7272727272727273,0.3
tool,0.7272727272727273,0.3
quarter,0.7272727272727273,0.3
purchase,0.7272727272727273,0.3
forward,0.7272727272727273,0.3
anticipate,0.7272727272727273,0.3
december,0.7272727272727273,0.3
information,0.7272727272727273,0.3
particular,0.7272727272727273,0.3
index,0.7272727272727273,0.3
require,0.7272727272727273,0.3
adjust,0.7272727272727273,0.3
make,0.7272727272727273,0.3
understand,0.7272727272727273,0.3
united,0.7272727272727273,0.3
net,0.7272727272727273,0.3
play,0.7272727272727273,0.3
achieve,0.7272727272727273,0.3
discuss,0.7272727272727273,0.3
journal,0.7272727272727273,0.3
degree,0.7272727272727273,0.3
wage,0.7272727272727273,0.3
finance,0.6818181818181818,0.3
deliver,0.6818181818181818,0.3
participant,0.6818181818181818,0.3
energy,0.6818181818181818,0.3
serve,0.6818181818181818,0.3
decade,0.6818181818181818,0.3
process,0.6818181818181818,0.3
natural,0.6818181818181818,0.3
broadly,0.6818181818181818,0.3
survey,0.6818181818181818,0.3
shift,0.6818181818181818,0.3
know,0.6818181818181818,0.3
asset,0.6818181818181818,0.3
university,0.6818181818181818,0.3
study,0.6818181818181818,0.3
government,0.6818181818181818,0.3
persistent,0.6818181818181818,0.3
considerable,0.6818181818181818,0.3
consumer,0.6818181818181818,0.3
add,0.6818181818181818,0.3
substantial,0.6818181818181818,0.3
especially,0.6818181818181818,0.3
modest,0.6818181818181818,0.3
small,0.6818181818181818,0.3
country,0.6818181818181818,0.3
macroeconomic,0.6818181818181818,0.3
ongoing,0.6818181818181818,0.3
stance,0.6818181818181818,0.3
core,0.6818181818181818,0.3
available,0.6818181818181818,0.3
think,0.6818181818181818,0.3
show,0.6818181818181818,0.3
finally,0.6818181818181818,0.3
currently,0.6818181818181818,0.3
say,0.6818181818181818,0.3
relate,0.6818181818181818,0.3
speech,0.6818181818181818,0.3
city,0.6818181818181818,0.3
productivity,0.6818181818181818,0.3
policymaker,0.6818181818181818,0.3
decision,0.6818181818181818,0.3
depend,0.6818181818181818,0.3
find,0.6818181818181818,0.3
despite,0.6818181818181818,0.3
meeting,0.6818181818181818,0.3
start,0.6818181818181818,0.3
housing,0.6818181818181818,0.3
effective,0.6818181818181818,0.3
strengthen,0.6818181818181818,0.3
associate,0.6818181818181818,0.3
drive,0.6818181818181818,0.3
trend,0.6818181818181818,0.3
expenditure,0.6818181818181818,0.3
previous,0.6818181818181818,0.3
expansion,0.6818181818181818,0.3
follow,0.6818181818181818,0.3
operate,0.6818181818181818,0.3
persistently,0.6818181818181818,0.3
central,0.6818181818181818,0.3
implication,0.6818181818181818,0.3
shock,0.6818181818181818,0.3
weak,0.6818181818181818,0.3
international,0.6818181818181818,0.3
cut,0.6363636363636364,0.3
slack,0.6363636363636364,0.3
typically,0.6363636363636364,0.3
substantially,0.6363636363636364,0.3
roughly,0.6363636363636364,0.3
mean,0.6363636363636364,0.3
program,0.6363636363636364,0.3
projection,0.6363636363636364,0.3
fiscal,0.6363636363636364,0.3
expand,0.6363636363636364,0.3
personal,0.6363636363636364,0.3
ability,0.6363636363636364,0.3
historical,0.6363636363636364,0.3
structural,0.6363636363636364,0.3
conclude,0.6363636363636364,0.3
fed,0.6363636363636364,0.3
context,0.6363636363636364,0.3
encourage,0.6363636363636364,0.3
particularly,0.6363636363636364,0.3
dollar,0.6363636363636364,0.3
reduction,0.6363636363636364,0.3
let,0.6363636363636364,0.3
contrast,0.6363636363636364,0.3
determine,0.6363636363636364,0.3
analysis,0.6363636363636364,0.3
present,0.6363636363636364,0.3
domestic,0.6363636363636364,0.3
colleague,0.6363636363636364,0.3
consumption,0.6363636363636364,0.3
moderate,0.6363636363636364,0.3
key,0.6363636363636364,0.3
guidance,0.6363636363636364,0.3
simple,0.6363636363636364,0.3
half,0.6363636363636364,0.3
david,0.6363636363636364,0.3
home,0.6363636363636364,0.3
leave,0.6363636363636364,0.3
conference,0.6363636363636364,0.3
boost,0.6363636363636364,0.3
gradual,0.6363636363636364,0.3
transitory,0.6363636363636364,0.3
step,0.6363636363636364,0.3
keep,0.6363636363636364,0.3
strategy,0.6363636363636364,0.3
describe,0.6363636363636364,0.3
fast,0.6363636363636364,0.3
light,0.6363636363636364,0.3
benefit,0.6363636363636364,0.3
paper,0.6363636363636364,0.3
limited,0.6363636363636364,0.3
downturn,0.6363636363636364,0.3
challenge,0.6363636363636364,0.3
call,0.6363636363636364,0.3
sign,0.6363636363636364,0.3
capital,0.5909090909090909,0.3
outcome,0.5909090909090909,0.3
importantly,0.5909090909090909,0.3
september,0.5909090909090909,0.3
judgment,0.5909090909090909,0.3
supply,0.5909090909090909,0.3
june,0.5909090909090909,0.3
mass.,0.5909090909090909,0.3
conduct,0.5909090909090909,0.3
later,0.5909090909090909,0.3
extent,0.5909090909090909,0.3
mandate,0.5909090909090909,0.3
banking,0.5909090909090909,0.3
october,0.5909090909090909,0.3
resource,0.5909090909090909,0.3
population,0.5909090909090909,0.3
slowly,0.5909090909090909,0.3
clearly,0.5909090909090909,0.3
prospect,0.5909090909090909,0.3
april,0.5909090909090909,0.3
action,0.5909090909090909,0.3
general,0.5909090909090909,0.3
severe,0.5909090909090909,0.3
stand,0.5909090909090909,0.3
basis,0.5909090909090909,0.3
march,0.5909090909090909,0.3
probably,0.5909090909090909,0.3
couple,0.5909090909090909,0.3
stabilize,0.5909090909090909,0.3
diminish,0.5909090909090909,0.3
thomas,0.5909090909090909,0.3
necessary,0.5909090909090909,0.3
reifschneider,0.5909090909090909,0.3
c.,0.5909090909090909,0.3
annual,0.5909090909090909,0.3
william,0.5909090909090909,0.3
share,0.5909090909090909,0.3
place,0.5909090909090909,0.3
broad,0.5909090909090909,0.3
robert,0.5909090909090909,0.3
allow,0.5909090909090909,0.3
address,0.5909090909090909,0.3
evolve,0.5909090909090909,0.3
scope,0.5909090909090909,0.3
monitor,0.5909090909090909,0.3
brookings,0.5909090909090909,0.3
john,0.5909090909090909,0.3
prove,0.5909090909090909,0.3
opportunity,0.5909090909090909,0.3
compensation,0.5909090909090909,0.3
instead,0.5909090909090909,0.3
similar,0.5909090909090909,0.3
area,0.5909090909090909,0.3
rely,0.5454545454545454,0.3
tend,0.5454545454545454,0.3
payroll,0.5454545454545454,0.3
define,0.5454545454545454,0.3
aggregate,0.5454545454545454,0.3
yellen,0.5454545454545454,0.3
pay,0.5454545454545454,0.3
august,0.5454545454545454,0.3
represent,0.5454545454545454,0.3
foster,0.5454545454545454,0.3
pp,0.5454545454545454,0.3
san,0.5454545454545454,0.3
neutral,0.5454545454545454,0.3
situation,0.5454545454545454,0.3
statement,0.5454545454545454,0.3
unconventional,0.5454545454545454,0.3
similarly,0.5454545454545454,0.3
mortgage,0.5454545454545454,0.3
limit,0.5454545454545454,0.3
ensure,0.5454545454545454,0.3
bring,0.5454545454545454,0.3
model,0.5454545454545454,0.3
sheet,0.5454545454545454,0.3
import,0.5454545454545454,0.3
recognize,0.5454545454545454,0.3
medium,0.5454545454545454,0.3
signal,0.5454545454545454,0.3
push,0.5454545454545454,0.3
ahead,0.5454545454545454,0.3
line,0.5454545454545454,0.3
february,0.5454545454545454,0.3
framework,0.5454545454545454,0.3
contribute,0.5454545454545454,0.3
assess,0.5454545454545454,0.3
francisco,0.5454545454545454,0.3
oil,0.5454545454545454,0.3
perspective,0.5454545454545454,0.3
temporary,0.5454545454545454,0.3
problem,0.5454545454545454,0.3
sponsor,0.5454545454545454,0.3
participation,0.5454545454545454,0.3
congress,0.5454545454545454,0.3
solid,0.5454545454545454,0.3
adjustment,0.5454545454545454,0.3
summary,0.5454545454545454,0.3
mention,0.5454545454545454,0.3
judge,0.5454545454545454,0.3
economist,0.5454545454545454,0.3
wake,0.5454545454545454,0.3
consequence,0.5454545454545454,0.3
j.,0.5454545454545454,0.3
chicago,0.5454545454545454,0.3
tighten,0.5454545454545454,0.3
kansas,0.5454545454545454,0.3
michael,0.5454545454545454,0.3
use,0.5454545454545454,0.3
gdp,0.5454545454545454,0.3
nearly,0.5454545454545454,0.3
unusually,0.5454545454545454,0.3
ease,0.5454545454545454,0.3
actual,0.5454545454545454,0.3
nominal,0.5454545454545454,0.3
peak,0.5454545454545454,0.3
healthy,0.5454545454545454,0.3
manner,0.5454545454545454,0.3
foreign,0.5454545454545454,0.3
exchange,0.5454545454545454,0.3
adverse,0.5454545454545454,0.3
primary,0.5454545454545454,0.3
payment,0.5454545454545454,0.3
seek,0.5454545454545454,0.3
largely,0.5454545454545454,0.3
people,0.5454545454545454,0.3
empirical,0.5454545454545454,0.3
age,0.5454545454545454,0.3
nation,0.5,1.0
laubach,0.5,1.0
upward,0.5,1.0
gap,0.5,1.0
world,0.5,1.0
sharply,0.5,1.0
scale,0.5,1.0
rates,0.5,1.0
